Customer ID,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,segment
17240.0,565,1,130.6,1,2,1,4,Low Value - Likely Churn
17241.0,354,12,2744.14,2,5,5,12,High Value - At Risk
17242.0,77,5,2889.28,3,4,5,12,Mid Value - Stable
17243.0,8,73,17525.15,5,5,5,15,High Value - Loyal
17244.0,22,5,1826.04,4,4,4,12,Mid Value - Stable
17245.0,174,2,371.63,3,2,2,7,Mid Value - Stable
17246.0,516,2,38.92,1,2,1,4,Low Value - Likely Churn
17248.0,89,2,546.16,3,2,2,7,Mid Value - Stable
17249.0,398,1,68.03,1,2,1,4,Low Value - Likely Churn
17250.0,230,1,162.65,2,2,1,5,Low Value - Likely Churn
17251.0,332,4,803.73,2,3,3,8,Mid Value - Stable
17252.0,86,2,353.86,3,2,2,7,Mid Value - Stable
17254.0,370,1,198.29,2,2,1,5,Low Value - Likely Churn
17255.0,10,4,799.13,5,3,3,11,Mid Value - Stable
17256.0,76,5,498.93,3,4,2,9,Mid Value - Stable
17257.0,405,2,192.73,1,2,1,4,Low Value - Likely Churn
17258.0,366,2,417.3,2,2,2,6,Low Value - Likely Churn
17259.0,117,6,1889.34,3,4,4,11,Mid Value - Stable
17260.0,380,1,120.95,2,2,1,5,Low Value - Likely Churn
17261.0,479,1,230.44,1,2,1,4,Low Value - Likely Churn
17262.0,21,11,2757.62,4,5,5,14,High Value - Loyal
17263.0,177,1,63.440000000000005,3,2,1,6,Low Value - Likely Churn
17264.0,393,1,279.59,1,2,2,5,Low Value - Likely Churn
17265.0,108,2,562.9,3,2,3,8,Mid Value - Stable
17266.0,117,3,320.15,3,3,2,8,Mid Value - Stable
17267.0,96,2,317.62,3,2,2,7,Mid Value - Stable
17268.0,77,11,1733.8899999999999,3,5,4,12,Mid Value - Stable
17269.0,355,1,537.46,2,2,2,6,Low Value - Likely Churn
17270.0,438,2,604.4,1,2,3,6,Low Value - Likely Churn
17271.0,705,1,210.39,1,2,1,4,Low Value - Likely Churn
17272.0,11,5,2144.53,5,4,4,13,High Value - Loyal
17273.0,393,1,141.12,1,2,1,4,Low Value - Likely Churn
17274.0,4,2,577.38,5,2,3,10,New / Low Engagement
17275.0,352,1,114.52,2,2,1,5,Low Value - Likely Churn
17276.0,369,2,451.34000000000003,2,2,2,6,Low Value - Likely Churn
17277.0,197,2,1065.3500000000001,3,2,3,8,Mid Value - Stable
17278.0,210,2,271.24,3,2,2,7,Mid Value - Stable
17279.0,27,1,187.82999999999998,4,2,1,7,New / Low Engagement
17280.0,407,1,118.85999999999999,1,2,1,4,Low Value - Likely Churn
17281.0,343,6,797.8499999999999,2,4,3,9,High Value - At Risk
17282.0,99,5,2339.66,3,4,4,11,Mid Value - Stable
17283.0,348,1,188.46,2,2,1,5,Low Value - Likely Churn
17284.0,29,11,2328.22,4,5,4,13,High Value - Loyal
17285.0,597,2,428.34,1,2,2,5,Low Value - Likely Churn
17286.0,369,2,241.56,2,2,1,5,Low Value - Likely Churn
17287.0,43,22,3911.9,4,5,5,14,High Value - Loyal
17288.0,176,9,1743.95,3,4,4,11,Mid Value - Stable
17289.0,1,11,2069.89,5,5,4,14,High Value - Loyal
17290.0,351,6,976.2,2,4,3,9,High Value - At Risk
17291.0,277,1,550.8000000000001,2,2,2,6,Low Value - Likely Churn
17292.0,441,2,271.75,1,2,2,5,Low Value - Likely Churn
17293.0,27,15,3252.8,4,5,5,14,High Value - Loyal
17294.0,638,2,467.78999999999996,1,2,2,5,Low Value - Likely Churn
17295.0,34,1,279.36,4,2,2,8,New / Low Engagement
17296.0,699,1,338.13,1,2,2,5,Low Value - Likely Churn
17298.0,70,6,952.52,3,4,3,10,Mid Value - Stable
17299.0,58,5,925.02,4,4,3,11,Mid Value - Stable
17300.0,360,2,393.64,2,2,2,6,Low Value - Likely Churn
17301.0,593,1,132.8,1,2,1,4,Low Value - Likely Churn
17302.0,1,5,981.38,5,4,3,12,Mid Value - Stable
17303.0,330,1,250.04,2,2,1,5,Low Value - Likely Churn
17304.0,503,1,111.5,1,2,1,4,Low Value - Likely Churn
17305.0,618,1,2135.46,1,2,4,7,Mid Value - Stable
17306.0,6,21,8706.62,5,5,5,15,High Value - Loyal
17307.0,334,15,3225.67,2,5,5,12,High Value - At Risk
17308.0,362,2,4511.76,2,2,5,9,Mid Value - Stable
17309.0,64,3,330.59000000000003,3,3,2,8,Mid Value - Stable
17310.0,356,2,1025.1,2,2,3,7,Mid Value - Stable
17311.0,47,7,3490.66,4,4,5,13,High Value - Loyal
17312.0,108,3,644.3,3,3,3,9,Mid Value - Stable
17313.0,0,1,2328.84,5,2,4,11,New / Low Engagement
17314.0,15,20,4164.33,5,5,5,15,High Value - Loyal
17315.0,7,45,8809.47,5,5,5,15,High Value - Loyal
17316.0,389,1,124.45,2,2,1,5,Low Value - Likely Churn
17317.0,15,5,2524.02,5,4,4,13,High Value - Loyal
17318.0,694,1,164.28,1,2,1,4,Low Value - Likely Churn
17319.0,638,1,29.1,1,2,1,4,Low Value - Likely Churn
17320.0,69,6,2895.77,3,4,5,12,Mid Value - Stable
17321.0,37,5,1699.93,4,4,4,12,Mid Value - Stable
17322.0,345,7,900.64,2,4,3,9,High Value - At Risk
17323.0,31,11,1335.54,4,5,4,13,High Value - Loyal
17324.0,301,11,1860.87,2,5,4,11,High Value - At Risk
17325.0,249,3,609.5699999999999,2,3,3,8,Mid Value - Stable
17326.0,377,2,321.95,2,2,2,6,Low Value - Likely Churn
17327.0,379,2,152.35,2,2,1,5,Low Value - Likely Churn
17328.0,642,1,104.7,1,2,1,4,Low Value - Likely Churn
17329.0,284,4,724.6800000000001,2,3,3,8,Mid Value - Stable
17330.0,37,3,324.8,4,3,2,9,Mid Value - Stable
17331.0,93,1,175.2,3,2,1,6,Low Value - Likely Churn
17332.0,497,5,838.27,1,4,3,8,High Value - At Risk
17333.0,55,1,494.25,4,2,2,8,New / Low Engagement
17334.0,270,4,634.73,2,3,3,8,Mid Value - Stable
17335.0,353,2,508.0,2,2,2,6,Low Value - Likely Churn
17336.0,441,1,81.12,1,2,1,4,Low Value - Likely Churn
17337.0,120,7,1944.32,3,4,4,11,Mid Value - Stable
17338.0,83,18,10610.61,3,5,5,13,High Value - Loyal
17339.0,63,4,303.36,4,3,2,9,Mid Value - Stable
17340.0,47,28,17639.69,4,5,5,14,High Value - Loyal
17341.0,126,5,1889.83,3,4,4,11,Mid Value - Stable
17342.0,343,7,1155.8400000000001,2,4,4,10,High Value - At Risk
17343.0,324,6,1259.94,2,4,4,10,High Value - At Risk
17344.0,15,3,454.61,5,3,2,10,Mid Value - Stable
17345.0,62,11,1230.77,4,5,4,13,High Value - Loyal
17346.0,8,24,4761.9,5,5,5,15,High Value - Loyal
17347.0,55,1,228.96,4,2,1,7,New / Low Engagement
17348.0,5,7,2089.07,5,4,4,13,High Value - Loyal
17349.0,148,5,852.25,3,4,3,10,Mid Value - Stable
17350.0,15,6,1481.181,5,4,4,13,High Value - Loyal
17351.0,5,12,1988.23,5,5,4,14,High Value - Loyal
17352.0,665,1,36.25,1,2,1,4,Low Value - Likely Churn
17353.0,98,7,3155.55,3,4,5,12,Mid Value - Stable
17354.0,20,4,3143.46,5,3,5,13,High Value - Loyal
17355.0,355,1,285.11,2,2,2,6,Low Value - Likely Churn
17356.0,281,5,946.47,2,4,3,9,High Value - At Risk
17358.0,272,5,866.05,2,4,3,9,High Value - At Risk
17359.0,617,1,156.6,1,2,1,4,Low Value - Likely Churn
17360.0,153,5,946.59,3,4,3,10,Mid Value - Stable
17361.0,18,5,880.64,5,4,3,12,Mid Value - Stable
17362.0,208,8,1010.54,3,4,3,10,Mid Value - Stable
17363.0,364,3,940.86,2,3,3,8,Mid Value - Stable
17364.0,106,26,9837.18,3,5,5,13,High Value - Loyal
17365.0,20,15,7779.46,5,5,5,15,High Value - Loyal
17366.0,361,3,1094.59,2,3,3,8,Mid Value - Stable
17367.0,207,1,168.4,3,2,1,6,Low Value - Likely Churn
17368.0,2,15,2103.16,5,5,4,14,High Value - Loyal
17369.0,425,1,979.1999999999999,1,2,3,6,Low Value - Likely Churn
17370.0,42,4,446.18,4,3,2,9,Mid Value - Stable
17371.0,330,4,336.29,2,3,2,7,Mid Value - Stable
17372.0,10,31,4325.43,5,5,5,15,High Value - Loyal
17373.0,9,7,1167.5,5,4,4,13,High Value - Loyal
17374.0,188,4,711.21,3,3,3,9,Mid Value - Stable
17375.0,159,5,632.95,3,4,3,10,Mid Value - Stable
17376.0,40,4,453.64,4,3,2,9,Mid Value - Stable
17377.0,0,89,17530.85,5,5,5,15,High Value - Loyal
17378.0,343,2,0.0,2,2,1,5,Low Value - Likely Churn
17380.0,403,4,643.75,1,3,3,7,Mid Value - Stable
17381.0,36,37,39095.59,4,5,5,14,High Value - Loyal
17382.0,34,8,902.28,4,4,3,11,Mid Value - Stable
17383.0,422,1,110.69999999999999,1,2,1,4,Low Value - Likely Churn
17384.0,188,2,398.8,3,2,2,7,Mid Value - Stable
17386.0,68,6,1823.69,3,4,4,11,Mid Value - Stable
17387.0,3,1,346.44,5,2,2,9,New / Low Engagement
17388.0,47,11,2691.57,4,5,4,13,High Value - Loyal
17389.0,2,72,44486.729999999996,5,5,5,15,High Value - Loyal
17390.0,390,1,149.3,2,2,1,5,Low Value - Likely Churn
17391.0,133,2,508.8,3,2,2,7,Mid Value - Stable
17392.0,276,3,626.56,2,3,3,8,Mid Value - Stable
17393.0,380,2,381.15,2,2,2,6,Low Value - Likely Churn
17394.0,188,1,203.86999999999998,3,2,1,6,Low Value - Likely Churn
17395.0,477,1,97.5,1,2,1,4,Low Value - Likely Churn
17396.0,8,16,8529.6,5,5,5,15,High Value - Loyal
17397.0,385,1,536.77,2,2,2,6,Low Value - Likely Churn
17398.0,84,3,653.38,3,3,3,9,Mid Value - Stable
17399.0,509,1,-25111.09,1,2,1,4,Low Value - Likely Churn
17400.0,95,8,4677.05,3,4,5,12,Mid Value - Stable
17401.0,510,1,114.85,1,2,1,4,Low Value - Likely Churn
17402.0,20,24,4447.38,5,5,5,15,High Value - Loyal
17403.0,5,2,400.57,5,2,2,9,New / Low Engagement
17404.0,23,25,44768.34,4,5,5,14,High Value - Loyal
17405.0,33,4,818.82,4,3,3,10,Mid Value - Stable
17406.0,299,18,4592.1,2,5,5,12,High Value - At Risk
17407.0,381,1,552.9,2,2,2,6,Low Value - Likely Churn
17408.0,132,4,164.89000000000001,3,3,1,7,Mid Value - Stable
17409.0,154,10,7793.51,3,5,5,13,High Value - Loyal
17410.0,7,4,978.38,5,3,3,11,Mid Value - Stable
17411.0,45,8,1077.03,4,4,3,11,Mid Value - Stable
17412.0,29,17,3997.14,4,5,5,14,High Value - Loyal
17413.0,374,2,560.14,2,2,3,7,Mid Value - Stable
17414.0,13,6,2249.52,5,4,4,13,High Value - Loyal
17415.0,49,1,507.84,4,2,2,8,New / Low Engagement
17416.0,47,24,16206.86,4,5,5,14,High Value - Loyal
17417.0,518,1,164.18,1,2,1,4,Low Value - Likely Churn
17418.0,11,3,670.0600000000001,5,3,3,11,Mid Value - Stable
17419.0,8,18,5692.31,5,5,5,15,High Value - Loyal
17420.0,19,8,1074.53,5,4,3,12,Mid Value - Stable
17421.0,355,3,1059.41,2,3,3,8,Mid Value - Stable
17422.0,55,19,3061.25,4,5,5,14,High Value - Loyal
17423.0,14,5,1084.17,5,4,3,12,Mid Value - Stable
17424.0,397,1,-176.96,1,2,1,4,Low Value - Likely Churn
17425.0,30,1,688.97,4,2,3,9,New / Low Engagement
17426.0,60,14,6864.7,4,5,5,14,High Value - Loyal
17427.0,41,1,100.8,4,2,1,7,New / Low Engagement
17428.0,7,48,30216.66,5,5,5,15,High Value - Loyal
17429.0,90,7,1342.16,3,4,4,11,Mid Value - Stable
17430.0,2,4,735.17,5,3,3,11,Mid Value - Stable
17431.0,282,1,403.3,2,2,2,6,Low Value - Likely Churn
17432.0,6,8,1561.52,5,4,4,13,High Value - Loyal
17433.0,57,2,569.96,4,2,3,9,New / Low Engagement
17434.0,4,5,1100.83,5,4,3,12,Mid Value - Stable
17435.0,380,1,331.35,2,2,2,6,Low Value - Likely Churn
17436.0,196,6,427.40999999999997,3,4,2,9,Mid Value - Stable
17437.0,499,1,373.17,1,2,2,5,Low Value - Likely Churn
17438.0,216,6,1412.6200000000001,2,4,4,10,High Value - At Risk
17439.0,625,1,325.74,1,2,2,5,Low Value - Likely Churn
17440.0,117,6,314.26,3,4,2,9,Mid Value - Stable
17441.0,701,1,293.35,1,2,2,5,Low Value - Likely Churn
17442.0,6,22,4505.65,5,5,5,15,High Value - Loyal
17443.0,189,1,534.24,3,2,2,7,Mid Value - Stable
17444.0,117,3,2940.04,3,3,5,11,Mid Value - Stable
17445.0,600,1,-506.51,1,2,1,4,Low Value - Likely Churn
17446.0,146,2,120.9,3,2,1,6,Low Value - Likely Churn
17447.0,9,2,541.53,5,2,2,9,New / Low Engagement
17448.0,114,54,10192.73,3,5,5,13,High Value - Loyal
17449.0,14,13,4509.46,5,5,5,15,High Value - Loyal
17450.0,5,51,213249.36,5,5,5,15,High Value - Loyal
17451.0,25,5,1020.4,4,4,3,11,Mid Value - Stable
17452.0,572,1,-227.28,1,2,1,4,Low Value - Likely Churn
17453.0,33,1,341.99999999999994,4,2,2,8,New / Low Engagement
17454.0,161,11,1532.64,3,5,4,12,Mid Value - Stable
17455.0,173,1,131.7,3,2,1,6,Low Value - Likely Churn
17456.0,334,2,1225.42,2,2,4,8,Mid Value - Stable
17457.0,96,18,5799.01,3,5,5,13,High Value - Loyal
17458.0,351,1,213.08,2,2,1,5,Low Value - Likely Churn
17459.0,12,2,657.3,5,2,3,10,New / Low Engagement
17460.0,48,21,2007.4,4,5,4,13,High Value - Loyal
17462.0,20,3,662.94,5,3,3,11,Mid Value - Stable
17463.0,18,8,2339.6,5,4,4,13,High Value - Loyal
17464.0,127,4,879.74,3,3,3,9,Mid Value - Stable
17465.0,395,9,2533.64,1,4,4,9,High Value - At Risk
17466.0,48,1,460.41,4,2,2,8,New / Low Engagement
17467.0,364,1,102.6,2,2,1,5,Low Value - Likely Churn
17468.0,344,1,57.8,2,2,1,5,Low Value - Likely Churn
17469.0,42,21,4579.4400000000005,4,5,5,14,High Value - Loyal
17470.0,14,11,2804.87,5,5,5,15,High Value - Loyal
17471.0,444,1,321.65000000000003,1,2,2,5,Low Value - Likely Churn
17472.0,160,4,935.1,3,3,3,9,Mid Value - Stable
17473.0,370,3,592.15,2,3,3,8,Mid Value - Stable
17474.0,569,1,1047.0,1,2,3,6,Low Value - Likely Churn
17475.0,48,1,194.37,4,2,1,7,New / Low Engagement
17476.0,362,4,446.51,2,3,2,7,Mid Value - Stable
17477.0,582,5,1079.0,1,4,3,8,High Value - At Risk
17478.0,377,2,1272.8,2,2,4,8,Mid Value - Stable
17479.0,602,1,389.26000000000005,1,2,2,5,Low Value - Likely Churn
17480.0,43,3,896.72,4,3,3,10,Mid Value - Stable
17481.0,5,3,659.38,5,3,3,11,Mid Value - Stable
17482.0,456,2,778.19,1,2,3,6,Low Value - Likely Churn
17483.0,34,4,591.73,4,3,3,10,Mid Value - Stable
17484.0,545,2,209.57,1,2,1,4,Low Value - Likely Churn
17485.0,707,1,-29.55,1,2,1,4,Low Value - Likely Churn
17486.0,230,1,396.87,2,2,2,6,Low Value - Likely Churn
17487.0,697,1,160.55,1,2,1,4,Low Value - Likely Churn
17488.0,610,1,336.5,1,2,2,5,Low Value - Likely Churn
17489.0,28,2,376.64,4,2,2,8,New / Low Engagement
17490.0,33,8,1937.52,4,4,4,12,Mid Value - Stable
17491.0,6,16,5189.7,5,5,5,15,High Value - Loyal
17492.0,217,3,1122.42,2,3,3,8,Mid Value - Stable
17493.0,354,1,100.91000000000001,2,2,1,5,Low Value - Likely Churn
17494.0,471,1,54.699999999999996,1,2,1,4,Low Value - Likely Churn
17495.0,8,3,604.1,5,3,3,11,Mid Value - Stable
17496.0,328,5,1385.89,2,4,4,10,High Value - At Risk
17497.0,359,2,287.25,2,2,2,6,Low Value - Likely Churn
17498.0,45,1,272.22,4,2,2,8,New / Low Engagement
17499.0,259,3,1296.84,2,3,4,9,Mid Value - Stable
17501.0,190,2,288.6,3,2,2,7,Mid Value - Stable
17503.0,8,1,340.43,5,2,2,9,New / Low Engagement
17504.0,175,19,9313.37,3,5,5,13,High Value - Loyal
17505.0,131,5,2435.48,3,4,4,11,Mid Value - Stable
17506.0,39,2,294.29,4,2,2,8,New / Low Engagement
17507.0,231,2,605.58,2,2,3,7,Mid Value - Stable
17508.0,250,9,4546.78,2,4,5,11,High Value - At Risk
17509.0,27,11,6100.74,4,5,5,14,High Value - Loyal
17510.0,390,1,206.07999999999998,2,2,1,5,Low Value - Likely Churn
17511.0,0,81,160574.84,5,5,5,15,High Value - Loyal
17512.0,20,19,4980.59,5,5,5,15,High Value - Loyal
17513.0,41,3,1158.8,4,3,4,11,Mid Value - Stable
17514.0,97,2,542.83,3,2,2,7,Mid Value - Stable
17515.0,0,9,1617.46,5,4,4,13,High Value - Loyal
17516.0,88,5,798.32,3,4,3,10,Mid Value - Stable
17517.0,278,1,153.94,2,2,1,5,Low Value - Likely Churn
17518.0,395,2,329.42,1,2,2,5,Low Value - Likely Churn
17519.0,103,16,4746.78,3,5,5,13,High Value - Loyal
17520.0,23,1,546.81,4,2,2,8,New / Low Engagement
17521.0,34,4,1052.6,4,3,3,10,Mid Value - Stable
17522.0,108,4,912.25,3,3,3,9,Mid Value - Stable
17524.0,330,4,508.9,2,3,2,7,Mid Value - Stable
17525.0,329,3,1161.9,2,3,4,9,Mid Value - Stable
17526.0,174,14,3369.64,3,5,5,13,High Value - Loyal
17527.0,23,6,888.86,4,4,3,11,Mid Value - Stable
17528.0,12,5,2511.74,5,4,4,13,High Value - Loyal
17529.0,579,2,1240.25,1,2,4,7,Mid Value - Stable
17530.0,12,11,2746.05,5,5,5,15,High Value - Loyal
17531.0,90,9,1191.22,3,4,4,11,Mid Value - Stable
17532.0,355,1,65.34,2,2,1,5,Low Value - Likely Churn
17533.0,404,1,34.8,1,2,1,4,Low Value - Likely Churn
17534.0,23,5,1668.83,4,4,4,12,Mid Value - Stable
17535.0,249,1,164.4,2,2,1,5,Low Value - Likely Churn
17536.0,146,3,364.83,3,3,2,8,Mid Value - Stable
17537.0,272,1,630.7,2,2,3,7,Mid Value - Stable
17539.0,586,7,1047.07,1,4,3,8,High Value - At Risk
17540.0,285,5,1280.5,2,4,4,10,High Value - At Risk
17541.0,479,1,124.46,1,2,1,4,Low Value - Likely Churn
17542.0,239,3,341.7,2,3,2,7,Mid Value - Stable
17543.0,519,1,120.05,1,2,1,4,Low Value - Likely Churn
17544.0,359,3,960.69,2,3,3,8,Mid Value - Stable
17545.0,12,6,1448.54,5,4,4,13,High Value - Loyal
17546.0,515,1,-648.05,1,2,1,4,Low Value - Likely Churn
17547.0,341,4,680.5500000000001,2,3,3,8,Mid Value - Stable
17548.0,187,6,345.0,3,4,2,9,Mid Value - Stable
17549.0,21,1,28.2,4,2,1,7,New / Low Engagement
17550.0,166,10,2206.54,3,5,4,12,Mid Value - Stable
17551.0,328,1,306.84,2,2,2,6,Low Value - Likely Churn
17552.0,12,16,3039.2,5,5,5,15,High Value - Loyal
17553.0,99,4,3757.6,3,3,5,11,Mid Value - Stable
17554.0,28,3,1460.03,4,3,4,11,Mid Value - Stable
17555.0,304,4,769.93,2,3,3,8,Mid Value - Stable
17556.0,175,2,300.67,3,2,2,7,Mid Value - Stable
17557.0,13,3,473.16,5,3,2,10,Mid Value - Stable
17558.0,362,1,259.17,2,2,2,6,Low Value - Likely Churn
17559.0,482,1,167.62,1,2,1,4,Low Value - Likely Churn
17560.0,64,9,1895.8,3,4,4,11,Mid Value - Stable
17561.0,360,3,554.72,2,3,3,8,Mid Value - Stable
17562.0,20,7,941.6800000000001,5,4,3,12,Mid Value - Stable
17563.0,547,5,309.28000000000003,1,4,2,7,High Value - At Risk
17564.0,13,2,243.46,5,2,1,8,New / Low Engagement
17565.0,556,1,131.83,1,2,1,4,Low Value - Likely Churn
17567.0,26,10,4619.11,4,5,5,14,High Value - Loyal
17568.0,602,1,382.79,1,2,2,5,Low Value - Likely Churn
17569.0,301,1,344.14,2,2,2,6,Low Value - Likely Churn
17570.0,350,2,0.0,2,2,1,5,Low Value - Likely Churn
17571.0,19,5,1703.75,5,4,4,13,High Value - Loyal
17572.0,40,10,723.01,4,5,3,12,Mid Value - Stable
17573.0,54,3,164.51,4,3,1,8,Mid Value - Stable
17574.0,212,1,185.65,3,2,1,6,Low Value - Likely Churn
17575.0,636,1,171.7,1,2,1,4,Low Value - Likely Churn
17576.0,7,43,8587.41,5,5,5,15,High Value - Loyal
17577.0,614,2,348.75,1,2,2,5,Low Value - Likely Churn
17578.0,160,10,1003.73,3,5,3,11,Mid Value - Stable
17579.0,90,4,566.54,3,3,3,9,Mid Value - Stable
17580.0,222,5,545.27,2,4,2,8,High Value - At Risk
17581.0,2,50,17262.79,5,5,5,15,High Value - Loyal
17582.0,205,6,1433.7,3,4,4,11,Mid Value - Stable
17583.0,529,1,135.95,1,2,1,4,Low Value - Likely Churn
17584.0,96,5,4816.57,3,4,5,12,Mid Value - Stable
17585.0,78,7,2093.3,3,4,4,11,Mid Value - Stable
17586.0,588,1,167.4,1,2,1,4,Low Value - Likely Churn
17587.0,597,1,181.66,1,2,1,4,Low Value - Likely Churn
17588.0,69,9,2901.65,3,4,5,12,Mid Value - Stable
17589.0,29,21,13904.82,4,5,5,14,High Value - Loyal
17590.0,9,1,349.38,5,2,2,9,New / Low Engagement
17591.0,42,9,2765.7200000000003,4,4,5,13,High Value - Loyal
17592.0,708,2,0.0,1,2,1,4,Low Value - Likely Churn
17593.0,61,14,7365.8,4,5,5,14,High Value - Loyal
17594.0,54,4,2497.88,4,3,4,11,Mid Value - Stable
17595.0,6,1,157.9,5,2,1,8,New / Low Engagement
17596.0,14,13,4612.15,5,5,5,15,High Value - Loyal
17597.0,183,7,3425.29,3,4,5,12,Mid Value - Stable
17598.0,350,1,409.98,2,2,2,6,Low Value - Likely Churn
17599.0,434,3,44.55,1,3,1,5,Low Value - Likely Churn
17601.0,208,2,421.48,3,2,2,7,Mid Value - Stable
17602.0,12,15,5517.83,5,5,5,15,High Value - Loyal
17603.0,19,11,120.01000000000002,5,5,1,11,Mid Value - Stable
17604.0,186,6,945.9300000000001,3,4,3,10,Mid Value - Stable
17605.0,559,1,160.75,1,2,1,4,Low Value - Likely Churn
17606.0,706,1,87.30000000000001,1,2,1,4,Low Value - Likely Churn
17607.0,345,1,333.81,2,2,2,6,Low Value - Likely Churn
17608.0,2,4,498.53,5,3,2,10,Mid Value - Stable
17609.0,10,14,1758.99,5,5,4,14,High Value - Loyal
17610.0,509,8,1427.84,1,4,4,9,High Value - At Risk
17611.0,0,32,7905.08,5,5,5,15,High Value - Loyal
17612.0,22,32,5156.14,4,5,5,14,High Value - Loyal
17613.0,13,14,4237.47,5,5,5,15,High Value - Loyal
17614.0,26,1,390.07,4,2,2,8,New / Low Engagement
17615.0,99,7,725.7,3,4,3,10,Mid Value - Stable
17616.0,143,4,1060.8,3,3,3,9,Mid Value - Stable
17617.0,528,2,237.28,1,2,1,4,Low Value - Likely Churn
17618.0,217,12,3743.14,2,5,5,12,High Value - At Risk
17619.0,281,1,218.52,2,2,1,5,Low Value - Likely Churn
17620.0,29,1,81.44,4,2,1,7,New / Low Engagement
17621.0,160,7,2551.2,3,4,4,11,Mid Value - Stable
17622.0,566,3,1125.17,1,3,3,7,Mid Value - Stable
17623.0,2,7,2383.67,5,4,4,13,High Value - Loyal
17624.0,187,3,1125.45,3,3,3,9,Mid Value - Stable
17625.0,21,7,5640.0,4,4,5,13,High Value - Loyal
17626.0,572,1,254.0,1,2,2,5,Low Value - Likely Churn
17627.0,448,2,285.11,1,2,2,5,Low Value - Likely Churn
17628.0,50,1,75.75,4,2,1,7,New / Low Engagement
17629.0,36,9,2003.57,4,4,4,12,Mid Value - Stable
17630.0,139,2,503.59999999999997,3,2,2,7,Mid Value - Stable
17631.0,106,6,886.66,3,4,3,10,Mid Value - Stable
17632.0,686,2,-12.7,1,2,1,4,Low Value - Likely Churn
17633.0,0,9,1974.89,5,4,4,13,High Value - Loyal
17634.0,5,9,2361.9700000000003,5,4,4,13,High Value - Loyal
17635.0,393,4,1256.83,1,3,4,8,Mid Value - Stable
17637.0,0,2,547.0600000000001,5,2,2,9,New / Low Engagement
17638.0,616,2,842.4,1,2,3,6,Low Value - Likely Churn
17639.0,245,6,615.17,2,4,3,9,High Value - At Risk
17640.0,56,8,3107.59,4,4,5,13,High Value - Loyal
17641.0,708,1,-6.95,1,2,1,4,Low Value - Likely Churn
17642.0,89,5,1824.49,3,4,4,11,Mid Value - Stable
17643.0,342,2,541.25,2,2,2,6,Low Value - Likely Churn
17644.0,5,27,5531.78,5,5,5,15,High Value - Loyal
17645.0,697,1,-9.9,1,2,1,4,Low Value - Likely Churn
17646.0,188,16,4094.1600000000003,3,5,5,13,High Value - Loyal
17647.0,34,3,331.65999999999997,4,3,2,9,Mid Value - Stable
17648.0,30,6,2208.42,4,4,4,12,Mid Value - Stable
17649.0,104,5,1542.44,3,4,4,11,Mid Value - Stable
17651.0,1,20,5347.67,5,5,5,15,High Value - Loyal
17652.0,4,16,4470.860000000001,5,5,5,15,High Value - Loyal
17653.0,6,4,1207.56,5,3,4,12,Mid Value - Stable
17654.0,246,1,117.55,2,2,1,5,Low Value - Likely Churn
17655.0,9,9,3137.54,5,4,5,14,High Value - Loyal
17656.0,42,5,1674.69,4,4,4,12,Mid Value - Stable
17657.0,399,1,126.0,1,2,1,4,Low Value - Likely Churn
17658.0,180,1,317.59999999999997,3,2,2,7,Mid Value - Stable
17659.0,28,14,2760.67,4,5,5,14,High Value - Loyal
17660.0,110,2,359.47,3,2,2,7,Mid Value - Stable
17661.0,610,1,-54.0,1,2,1,4,Low Value - Likely Churn
17662.0,631,2,412.92,1,2,2,5,Low Value - Likely Churn
17663.0,7,22,4777.41,5,5,5,15,High Value - Loyal
17664.0,181,3,887.78,3,3,3,9,Mid Value - Stable
17665.0,462,1,563.1,1,2,3,6,Low Value - Likely Churn
17666.0,35,4,1728.72,4,3,4,11,Mid Value - Stable
17667.0,35,12,3883.8,4,5,5,14,High Value - Loyal
17668.0,7,1,161.85,5,2,1,8,New / Low Engagement
17669.0,12,10,6142.35,5,5,5,15,High Value - Loyal
17670.0,197,1,205.7,3,2,1,6,Low Value - Likely Churn
17671.0,104,6,1640.55,3,4,4,11,Mid Value - Stable
17672.0,13,9,5707.08,5,4,5,14,High Value - Loyal
17673.0,36,13,4110.76,4,5,5,14,High Value - Loyal
17674.0,43,2,851.7,4,2,3,9,New / Low Engagement
17675.0,6,86,34304.95,5,5,5,15,High Value - Loyal
17676.0,27,12,2374.92,4,5,4,13,High Value - Loyal
17677.0,5,88,34521.63,5,5,5,15,High Value - Loyal
17678.0,233,3,579.81,2,3,3,8,Mid Value - Stable
17679.0,22,11,3166.56,4,5,5,14,High Value - Loyal
17680.0,352,3,278.1,2,3,2,7,Mid Value - Stable
17681.0,566,6,529.6,1,4,2,7,High Value - At Risk
17682.0,84,11,3866.8,3,5,5,13,High Value - Loyal
17683.0,355,3,819.01,2,3,3,8,Mid Value - Stable
17684.0,13,1,239.41,5,2,1,8,New / Low Engagement
17685.0,58,13,5535.77,4,5,5,14,High Value - Loyal
17686.0,50,8,7667.4400000000005,4,4,5,13,High Value - Loyal
17687.0,390,1,432.68,2,2,2,6,Low Value - Likely Churn
17688.0,344,2,286.5,2,2,2,6,Low Value - Likely Churn
17689.0,357,2,317.08,2,2,2,6,Low Value - Likely Churn
